gbifid	datasetkey	species	scientificname	countrycode	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	day	month	year	basisofrecord	institutioncode	issue
50628961	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628963	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628968	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628970	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628973	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628975	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628978	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628979	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628981	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628983	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628985	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628987	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628989	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628991	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628993	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628994	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628995	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50628999	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629002	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629005	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629007	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629010	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629012	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629014	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629019	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629020	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629023	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629026	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629028	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629031	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629033	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629035	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629039	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629041	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629044	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629046	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629048	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629050	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629053	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629054	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629057	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629059	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629061	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629062	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629066	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629067	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629071	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629073	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629076	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629082	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629085	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629087	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629091	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629092	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629095	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629097	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629100	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629102	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629105	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629108	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629110	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629114	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629117	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629119	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629122	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629124	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629128	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629131	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629132	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629136	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629138	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629141	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629144	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629146	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629148	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629150	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629152	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629155	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629157	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629160	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
50629161	85818aea-f762-11e1-a439-00145eb45e9a	Triticum dicoccoides	Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.	TR	37.6667	39.55	NA	NA	NA	NA	NA	NA	NA	UNKNOWN	SYR002	"GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID"
